Date Key,Full Date,Year,Quarter,Quarter Name,Month,Month Name,Month Short,Month-Year,Day,Day of Week,Is Weekend
20230930,2023-09-30,2023,3,Q3,9,September,Sep,Sep 2023,30,Saturday,1
20231001,2023-10-01,2023,4,Q4,10,October,Oct,Oct 2023,1,Sunday,1
20231002,2023-10-02,2023,4,Q4,10,October,Oct,Oct 2023,2,Monday,0
20231003,2023-10-03,2023,4,Q4,10,October,Oct,Oct 2023,3,Tuesday,0
20231004,2023-10-04,2023,4,Q4,10,October,Oct,Oct 2023,4,Wednesday,0
20231005,2023-10-05,2023,4,Q4,10,October,Oct,Oct 2023,5,Thursday,0
20231006,2023-10-06,2023,4,Q4,10,October,Oct,Oct 2023,6,Friday,0
20231007,2023-10-07,2023,4,Q4,10,October,Oct,Oct 2023,7,Saturday,1
20231008,2023-10-08,2023,4,Q4,10,October,Oct,Oct 2023,8,Sunday,1
20231009,2023-10-09,2023,4,Q4,10,October,Oct,Oct 2023,9,Monday,0
20231010,2023-10-10,2023,4,Q4,10,October,Oct,Oct 2023,10,Tuesday,0
20231011,2023-10-11,2023,4,Q4,10,October,Oct,Oct 2023,11,Wednesday,0
20231012,2023-10-12,2023,4,Q4,10,October,Oct,Oct 2023,12,Thursday,0
20231013,2023-10-13,2023,4,Q4,10,October,Oct,Oct 2023,13,Friday,0
20231014,2023-10-14,2023,4,Q4,10,October,Oct,Oct 2023,14,Saturday,1
20231015,2023-10-15,2023,4,Q4,10,October,Oct,Oct 2023,15,Sunday,1
20231016,2023-10-16,2023,4,Q4,10,October,Oct,Oct 2023,16,Monday,0
20231017,2023-10-17,2023,4,Q4,10,October,Oct,Oct 2023,17,Tuesday,0
20231018,2023-10-18,2023,4,Q4,10,October,Oct,Oct 2023,18,Wednesday,0
20231019,2023-10-19,2023,4,Q4,10,October,Oct,Oct 2023,19,Thursday,0
20231020,2023-10-20,2023,4,Q4,10,October,Oct,Oct 2023,20,Friday,0
20231021,2023-10-21,2023,4,Q4,10,October,Oct,Oct 2023,21,Saturday,1
20231022,2023-10-22,2023,4,Q4,10,October,Oct,Oct 2023,22,Sunday,1
20231023,2023-10-23,2023,4,Q4,10,October,Oct,Oct 2023,23,Monday,0
20231024,2023-10-24,2023,4,Q4,10,October,Oct,Oct 2023,24,Tuesday,0
20231025,2023-10-25,2023,4,Q4,10,October,Oct,Oct 2023,25,Wednesday,0
20231026,2023-10-26,2023,4,Q4,10,October,Oct,Oct 2023,26,Thursday,0
20231027,2023-10-27,2023,4,Q4,10,October,Oct,Oct 2023,27,Friday,0
20231028,2023-10-28,2023,4,Q4,10,October,Oct,Oct 2023,28,Saturday,1
20231029,2023-10-29,2023,4,Q4,10,October,Oct,Oct 2023,29,Sunday,1
20231030,2023-10-30,2023,4,Q4,10,October,Oct,Oct 2023,30,Monday,0
20231031,2023-10-31,2023,4,Q4,10,October,Oct,Oct 2023,31,Tuesday,0
20231101,2023-11-01,2023,4,Q4,11,November,Nov,Nov 2023,1,Wednesday,0
20231102,2023-11-02,2023,4,Q4,11,November,Nov,Nov 2023,2,Thursday,0
20231103,2023-11-03,2023,4,Q4,11,November,Nov,Nov 2023,3,Friday,0
20231104,2023-11-04,2023,4,Q4,11,November,Nov,Nov 2023,4,Saturday,1
20231105,2023-11-05,2023,4,Q4,11,November,Nov,Nov 2023,5,Sunday,1
20231106,2023-11-06,2023,4,Q4,11,November,Nov,Nov 2023,6,Monday,0
20231107,2023-11-07,2023,4,Q4,11,November,Nov,Nov 2023,7,Tuesday,0
20231108,2023-11-08,2023,4,Q4,11,November,Nov,Nov 2023,8,Wednesday,0
20231109,2023-11-09,2023,4,Q4,11,November,Nov,Nov 2023,9,Thursday,0
20231110,2023-11-10,2023,4,Q4,11,November,Nov,Nov 2023,10,Friday,0
20231111,2023-11-11,2023,4,Q4,11,November,Nov,Nov 2023,11,Saturday,1
20231112,2023-11-12,2023,4,Q4,11,November,Nov,Nov 2023,12,Sunday,1
20231113,2023-11-13,2023,4,Q4,11,November,Nov,Nov 2023,13,Monday,0
20231114,2023-11-14,2023,4,Q4,11,November,Nov,Nov 2023,14,Tuesday,0
20231115,2023-11-15,2023,4,Q4,11,November,Nov,Nov 2023,15,Wednesday,0
20231116,2023-11-16,2023,4,Q4,11,November,Nov,Nov 2023,16,Thursday,0
20231117,2023-11-17,2023,4,Q4,11,November,Nov,Nov 2023,17,Friday,0
20231118,2023-11-18,2023,4,Q4,11,November,Nov,Nov 2023,18,Saturday,1
20231119,2023-11-19,2023,4,Q4,11,November,Nov,Nov 2023,19,Sunday,1
20231120,2023-11-20,2023,4,Q4,11,November,Nov,Nov 2023,20,Monday,0
20231121,2023-11-21,2023,4,Q4,11,November,Nov,Nov 2023,21,Tuesday,0
20231122,2023-11-22,2023,4,Q4,11,November,Nov,Nov 2023,22,Wednesday,0
20231123,2023-11-23,2023,4,Q4,11,November,Nov,Nov 2023,23,Thursday,0
20231124,2023-11-24,2023,4,Q4,11,November,Nov,Nov 2023,24,Friday,0
20231125,2023-11-25,2023,4,Q4,11,November,Nov,Nov 2023,25,Saturday,1
20231126,2023-11-26,2023,4,Q4,11,November,Nov,Nov 2023,26,Sunday,1
20231127,2023-11-27,2023,4,Q4,11,November,Nov,Nov 2023,27,Monday,0
20231128,2023-11-28,2023,4,Q4,11,November,Nov,Nov 2023,28,Tuesday,0
20231129,2023-11-29,2023,4,Q4,11,November,Nov,Nov 2023,29,Wednesday,0
20231130,2023-11-30,2023,4,Q4,11,November,Nov,Nov 2023,30,Thursday,0
20231201,2023-12-01,2023,4,Q4,12,December,Dec,Dec 2023,1,Friday,0
20231202,2023-12-02,2023,4,Q4,12,December,Dec,Dec 2023,2,Saturday,1
20231203,2023-12-03,2023,4,Q4,12,December,Dec,Dec 2023,3,Sunday,1
20231204,2023-12-04,2023,4,Q4,12,December,Dec,Dec 2023,4,Monday,0
20231205,2023-12-05,2023,4,Q4,12,December,Dec,Dec 2023,5,Tuesday,0
20231206,2023-12-06,2023,4,Q4,12,December,Dec,Dec 2023,6,Wednesday,0
20231207,2023-12-07,2023,4,Q4,12,December,Dec,Dec 2023,7,Thursday,0
20231208,2023-12-08,2023,4,Q4,12,December,Dec,Dec 2023,8,Friday,0
20231209,2023-12-09,2023,4,Q4,12,December,Dec,Dec 2023,9,Saturday,1
20231210,2023-12-10,2023,4,Q4,12,December,Dec,Dec 2023,10,Sunday,1
20231211,2023-12-11,2023,4,Q4,12,December,Dec,Dec 2023,11,Monday,0
20231212,2023-12-12,2023,4,Q4,12,December,Dec,Dec 2023,12,Tuesday,0
20231213,2023-12-13,2023,4,Q4,12,December,Dec,Dec 2023,13,Wednesday,0
20231214,2023-12-14,2023,4,Q4,12,December,Dec,Dec 2023,14,Thursday,0
20231215,2023-12-15,2023,4,Q4,12,December,Dec,Dec 2023,15,Friday,0
20231216,2023-12-16,2023,4,Q4,12,December,Dec,Dec 2023,16,Saturday,1
20231217,2023-12-17,2023,4,Q4,12,December,Dec,Dec 2023,17,Sunday,1
20231218,2023-12-18,2023,4,Q4,12,December,Dec,Dec 2023,18,Monday,0
20231219,2023-12-19,2023,4,Q4,12,December,Dec,Dec 2023,19,Tuesday,0
20231220,2023-12-20,2023,4,Q4,12,December,Dec,Dec 2023,20,Wednesday,0
20231221,2023-12-21,2023,4,Q4,12,December,Dec,Dec 2023,21,Thursday,0
20231222,2023-12-22,2023,4,Q4,12,December,Dec,Dec 2023,22,Friday,0
20231223,2023-12-23,2023,4,Q4,12,December,Dec,Dec 2023,23,Saturday,1
20231224,2023-12-24,2023,4,Q4,12,December,Dec,Dec 2023,24,Sunday,1
20231225,2023-12-25,2023,4,Q4,12,December,Dec,Dec 2023,25,Monday,0
20231226,2023-12-26,2023,4,Q4,12,December,Dec,Dec 2023,26,Tuesday,0
20231227,2023-12-27,2023,4,Q4,12,December,Dec,Dec 2023,27,Wednesday,0
20231228,2023-12-28,2023,4,Q4,12,December,Dec,Dec 2023,28,Thursday,0
20231229,2023-12-29,2023,4,Q4,12,December,Dec,Dec 2023,29,Friday,0
20231230,2023-12-30,2023,4,Q4,12,December,Dec,Dec 2023,30,Saturday,1
20231231,2023-12-31,2023,4,Q4,12,December,Dec,Dec 2023,31,Sunday,1
20240101,2024-01-01,2024,1,Q1,1,January,Jan,Jan 2024,1,Monday,0
20240102,2024-01-02,2024,1,Q1,1,January,Jan,Jan 2024,2,Tuesday,0
20240103,2024-01-03,2024,1,Q1,1,January,Jan,Jan 2024,3,Wednesday,0
20240104,2024-01-04,2024,1,Q1,1,January,Jan,Jan 2024,4,Thursday,0
20240105,2024-01-05,2024,1,Q1,1,January,Jan,Jan 2024,5,Friday,0
20240106,2024-01-06,2024,1,Q1,1,January,Jan,Jan 2024,6,Saturday,1
20240107,2024-01-07,2024,1,Q1,1,January,Jan,Jan 2024,7,Sunday,1
20240108,2024-01-08,2024,1,Q1,1,January,Jan,Jan 2024,8,Monday,0
20240109,2024-01-09,2024,1,Q1,1,January,Jan,Jan 2024,9,Tuesday,0
20240110,2024-01-10,2024,1,Q1,1,January,Jan,Jan 2024,10,Wednesday,0
20240111,2024-01-11,2024,1,Q1,1,January,Jan,Jan 2024,11,Thursday,0
20240112,2024-01-12,2024,1,Q1,1,January,Jan,Jan 2024,12,Friday,0
20240113,2024-01-13,2024,1,Q1,1,January,Jan,Jan 2024,13,Saturday,1
20240114,2024-01-14,2024,1,Q1,1,January,Jan,Jan 2024,14,Sunday,1
20240115,2024-01-15,2024,1,Q1,1,January,Jan,Jan 2024,15,Monday,0
20240116,2024-01-16,2024,1,Q1,1,January,Jan,Jan 2024,16,Tuesday,0
20240117,2024-01-17,2024,1,Q1,1,January,Jan,Jan 2024,17,Wednesday,0
20240118,2024-01-18,2024,1,Q1,1,January,Jan,Jan 2024,18,Thursday,0
20240119,2024-01-19,2024,1,Q1,1,January,Jan,Jan 2024,19,Friday,0
20240120,2024-01-20,2024,1,Q1,1,January,Jan,Jan 2024,20,Saturday,1
20240121,2024-01-21,2024,1,Q1,1,January,Jan,Jan 2024,21,Sunday,1
20240122,2024-01-22,2024,1,Q1,1,January,Jan,Jan 2024,22,Monday,0
20240123,2024-01-23,2024,1,Q1,1,January,Jan,Jan 2024,23,Tuesday,0
20240124,2024-01-24,2024,1,Q1,1,January,Jan,Jan 2024,24,Wednesday,0
20240125,2024-01-25,2024,1,Q1,1,January,Jan,Jan 2024,25,Thursday,0
20240126,2024-01-26,2024,1,Q1,1,January,Jan,Jan 2024,26,Friday,0
20240127,2024-01-27,2024,1,Q1,1,January,Jan,Jan 2024,27,Saturday,1
20240128,2024-01-28,2024,1,Q1,1,January,Jan,Jan 2024,28,Sunday,1
20240129,2024-01-29,2024,1,Q1,1,January,Jan,Jan 2024,29,Monday,0
20240130,2024-01-30,2024,1,Q1,1,January,Jan,Jan 2024,30,Tuesday,0
20240131,2024-01-31,2024,1,Q1,1,January,Jan,Jan 2024,31,Wednesday,0
20240201,2024-02-01,2024,1,Q1,2,February,Feb,Feb 2024,1,Thursday,0
20240202,2024-02-02,2024,1,Q1,2,February,Feb,Feb 2024,2,Friday,0
20240203,2024-02-03,2024,1,Q1,2,February,Feb,Feb 2024,3,Saturday,1
20240204,2024-02-04,2024,1,Q1,2,February,Feb,Feb 2024,4,Sunday,1
20240205,2024-02-05,2024,1,Q1,2,February,Feb,Feb 2024,5,Monday,0
20240206,2024-02-06,2024,1,Q1,2,February,Feb,Feb 2024,6,Tuesday,0
20240207,2024-02-07,2024,1,Q1,2,February,Feb,Feb 2024,7,Wednesday,0
20240208,2024-02-08,2024,1,Q1,2,February,Feb,Feb 2024,8,Thursday,0
20240209,2024-02-09,2024,1,Q1,2,February,Feb,Feb 2024,9,Friday,0
20240210,2024-02-10,2024,1,Q1,2,February,Feb,Feb 2024,10,Saturday,1
20240211,2024-02-11,2024,1,Q1,2,February,Feb,Feb 2024,11,Sunday,1
20240212,2024-02-12,2024,1,Q1,2,February,Feb,Feb 2024,12,Monday,0
20240213,2024-02-13,2024,1,Q1,2,February,Feb,Feb 2024,13,Tuesday,0
20240214,2024-02-14,2024,1,Q1,2,February,Feb,Feb 2024,14,Wednesday,0
20240215,2024-02-15,2024,1,Q1,2,February,Feb,Feb 2024,15,Thursday,0
20240216,2024-02-16,2024,1,Q1,2,February,Feb,Feb 2024,16,Friday,0
20240217,2024-02-17,2024,1,Q1,2,February,Feb,Feb 2024,17,Saturday,1
20240218,2024-02-18,2024,1,Q1,2,February,Feb,Feb 2024,18,Sunday,1
20240219,2024-02-19,2024,1,Q1,2,February,Feb,Feb 2024,19,Monday,0
20240220,2024-02-20,2024,1,Q1,2,February,Feb,Feb 2024,20,Tuesday,0
20240221,2024-02-21,2024,1,Q1,2,February,Feb,Feb 2024,21,Wednesday,0
20240222,2024-02-22,2024,1,Q1,2,February,Feb,Feb 2024,22,Thursday,0
20240223,2024-02-23,2024,1,Q1,2,February,Feb,Feb 2024,23,Friday,0
20240224,2024-02-24,2024,1,Q1,2,February,Feb,Feb 2024,24,Saturday,1
20240225,2024-02-25,2024,1,Q1,2,February,Feb,Feb 2024,25,Sunday,1
20240226,2024-02-26,2024,1,Q1,2,February,Feb,Feb 2024,26,Monday,0
20240227,2024-02-27,2024,1,Q1,2,February,Feb,Feb 2024,27,Tuesday,0
20240228,2024-02-28,2024,1,Q1,2,February,Feb,Feb 2024,28,Wednesday,0
20240229,2024-02-29,2024,1,Q1,2,February,Feb,Feb 2024,29,Thursday,0
20240301,2024-03-01,2024,1,Q1,3,March,Mar,Mar 2024,1,Friday,0
20240302,2024-03-02,2024,1,Q1,3,March,Mar,Mar 2024,2,Saturday,1
20240303,2024-03-03,2024,1,Q1,3,March,Mar,Mar 2024,3,Sunday,1
20240304,2024-03-04,2024,1,Q1,3,March,Mar,Mar 2024,4,Monday,0
20240305,2024-03-05,2024,1,Q1,3,March,Mar,Mar 2024,5,Tuesday,0
20240306,2024-03-06,2024,1,Q1,3,March,Mar,Mar 2024,6,Wednesday,0
20240307,2024-03-07,2024,1,Q1,3,March,Mar,Mar 2024,7,Thursday,0
20240308,2024-03-08,2024,1,Q1,3,March,Mar,Mar 2024,8,Friday,0
20240309,2024-03-09,2024,1,Q1,3,March,Mar,Mar 2024,9,Saturday,1
20240310,2024-03-10,2024,1,Q1,3,March,Mar,Mar 2024,10,Sunday,1
20240311,2024-03-11,2024,1,Q1,3,March,Mar,Mar 2024,11,Monday,0
20240312,2024-03-12,2024,1,Q1,3,March,Mar,Mar 2024,12,Tuesday,0
20240313,2024-03-13,2024,1,Q1,3,March,Mar,Mar 2024,13,Wednesday,0
20240314,2024-03-14,2024,1,Q1,3,March,Mar,Mar 2024,14,Thursday,0
20240315,2024-03-15,2024,1,Q1,3,March,Mar,Mar 2024,15,Friday,0
20240316,2024-03-16,2024,1,Q1,3,March,Mar,Mar 2024,16,Saturday,1
20240317,2024-03-17,2024,1,Q1,3,March,Mar,Mar 2024,17,Sunday,1
20240318,2024-03-18,2024,1,Q1,3,March,Mar,Mar 2024,18,Monday,0
20240319,2024-03-19,2024,1,Q1,3,March,Mar,Mar 2024,19,Tuesday,0
20240320,2024-03-20,2024,1,Q1,3,March,Mar,Mar 2024,20,Wednesday,0
20240321,2024-03-21,2024,1,Q1,3,March,Mar,Mar 2024,21,Thursday,0
20240322,2024-03-22,2024,1,Q1,3,March,Mar,Mar 2024,22,Friday,0
20240323,2024-03-23,2024,1,Q1,3,March,Mar,Mar 2024,23,Saturday,1
20240324,2024-03-24,2024,1,Q1,3,March,Mar,Mar 2024,24,Sunday,1
20240325,2024-03-25,2024,1,Q1,3,March,Mar,Mar 2024,25,Monday,0
20240326,2024-03-26,2024,1,Q1,3,March,Mar,Mar 2024,26,Tuesday,0
20240327,2024-03-27,2024,1,Q1,3,March,Mar,Mar 2024,27,Wednesday,0
20240328,2024-03-28,2024,1,Q1,3,March,Mar,Mar 2024,28,Thursday,0
20240329,2024-03-29,2024,1,Q1,3,March,Mar,Mar 2024,29,Friday,0
20240330,2024-03-30,2024,1,Q1,3,March,Mar,Mar 2024,30,Saturday,1
20240331,2024-03-31,2024,1,Q1,3,March,Mar,Mar 2024,31,Sunday,1
20240401,2024-04-01,2024,2,Q2,4,April,Apr,Apr 2024,1,Monday,0
20240402,2024-04-02,2024,2,Q2,4,April,Apr,Apr 2024,2,Tuesday,0
20240403,2024-04-03,2024,2,Q2,4,April,Apr,Apr 2024,3,Wednesday,0
20240404,2024-04-04,2024,2,Q2,4,April,Apr,Apr 2024,4,Thursday,0
20240405,2024-04-05,2024,2,Q2,4,April,Apr,Apr 2024,5,Friday,0
20240406,2024-04-06,2024,2,Q2,4,April,Apr,Apr 2024,6,Saturday,1
20240407,2024-04-07,2024,2,Q2,4,April,Apr,Apr 2024,7,Sunday,1
20240408,2024-04-08,2024,2,Q2,4,April,Apr,Apr 2024,8,Monday,0
20240409,2024-04-09,2024,2,Q2,4,April,Apr,Apr 2024,9,Tuesday,0
20240410,2024-04-10,2024,2,Q2,4,April,Apr,Apr 2024,10,Wednesday,0
20240411,2024-04-11,2024,2,Q2,4,April,Apr,Apr 2024,11,Thursday,0
20240412,2024-04-12,2024,2,Q2,4,April,Apr,Apr 2024,12,Friday,0
20240413,2024-04-13,2024,2,Q2,4,April,Apr,Apr 2024,13,Saturday,1
20240414,2024-04-14,2024,2,Q2,4,April,Apr,Apr 2024,14,Sunday,1
20240415,2024-04-15,2024,2,Q2,4,April,Apr,Apr 2024,15,Monday,0
20240416,2024-04-16,2024,2,Q2,4,April,Apr,Apr 2024,16,Tuesday,0
20240417,2024-04-17,2024,2,Q2,4,April,Apr,Apr 2024,17,Wednesday,0
20240418,2024-04-18,2024,2,Q2,4,April,Apr,Apr 2024,18,Thursday,0
20240419,2024-04-19,2024,2,Q2,4,April,Apr,Apr 2024,19,Friday,0
20240420,2024-04-20,2024,2,Q2,4,April,Apr,Apr 2024,20,Saturday,1
20240421,2024-04-21,2024,2,Q2,4,April,Apr,Apr 2024,21,Sunday,1
20240422,2024-04-22,2024,2,Q2,4,April,Apr,Apr 2024,22,Monday,0
20240423,2024-04-23,2024,2,Q2,4,April,Apr,Apr 2024,23,Tuesday,0
20240424,2024-04-24,2024,2,Q2,4,April,Apr,Apr 2024,24,Wednesday,0
20240425,2024-04-25,2024,2,Q2,4,April,Apr,Apr 2024,25,Thursday,0
20240426,2024-04-26,2024,2,Q2,4,April,Apr,Apr 2024,26,Friday,0
20240427,2024-04-27,2024,2,Q2,4,April,Apr,Apr 2024,27,Saturday,1
20240428,2024-04-28,2024,2,Q2,4,April,Apr,Apr 2024,28,Sunday,1
20240429,2024-04-29,2024,2,Q2,4,April,Apr,Apr 2024,29,Monday,0
20240430,2024-04-30,2024,2,Q2,4,April,Apr,Apr 2024,30,Tuesday,0
20240501,2024-05-01,2024,2,Q2,5,May,May,May 2024,1,Wednesday,0
20240502,2024-05-02,2024,2,Q2,5,May,May,May 2024,2,Thursday,0
20240503,2024-05-03,2024,2,Q2,5,May,May,May 2024,3,Friday,0
20240504,2024-05-04,2024,2,Q2,5,May,May,May 2024,4,Saturday,1
20240505,2024-05-05,2024,2,Q2,5,May,May,May 2024,5,Sunday,1
20240506,2024-05-06,2024,2,Q2,5,May,May,May 2024,6,Monday,0
20240507,2024-05-07,2024,2,Q2,5,May,May,May 2024,7,Tuesday,0
20240508,2024-05-08,2024,2,Q2,5,May,May,May 2024,8,Wednesday,0
20240509,2024-05-09,2024,2,Q2,5,May,May,May 2024,9,Thursday,0
20240510,2024-05-10,2024,2,Q2,5,May,May,May 2024,10,Friday,0
20240511,2024-05-11,2024,2,Q2,5,May,May,May 2024,11,Saturday,1
20240512,2024-05-12,2024,2,Q2,5,May,May,May 2024,12,Sunday,1
20240513,2024-05-13,2024,2,Q2,5,May,May,May 2024,13,Monday,0
20240514,2024-05-14,2024,2,Q2,5,May,May,May 2024,14,Tuesday,0
20240515,2024-05-15,2024,2,Q2,5,May,May,May 2024,15,Wednesday,0
20240516,2024-05-16,2024,2,Q2,5,May,May,May 2024,16,Thursday,0
20240517,2024-05-17,2024,2,Q2,5,May,May,May 2024,17,Friday,0
20240518,2024-05-18,2024,2,Q2,5,May,May,May 2024,18,Saturday,1
20240519,2024-05-19,2024,2,Q2,5,May,May,May 2024,19,Sunday,1
20240520,2024-05-20,2024,2,Q2,5,May,May,May 2024,20,Monday,0
20240521,2024-05-21,2024,2,Q2,5,May,May,May 2024,21,Tuesday,0
20240522,2024-05-22,2024,2,Q2,5,May,May,May 2024,22,Wednesday,0
20240523,2024-05-23,2024,2,Q2,5,May,May,May 2024,23,Thursday,0
20240524,2024-05-24,2024,2,Q2,5,May,May,May 2024,24,Friday,0
20240525,2024-05-25,2024,2,Q2,5,May,May,May 2024,25,Saturday,1
20240526,2024-05-26,2024,2,Q2,5,May,May,May 2024,26,Sunday,1
20240527,2024-05-27,2024,2,Q2,5,May,May,May 2024,27,Monday,0
20240528,2024-05-28,2024,2,Q2,5,May,May,May 2024,28,Tuesday,0
20240529,2024-05-29,2024,2,Q2,5,May,May,May 2024,29,Wednesday,0
20240530,2024-05-30,2024,2,Q2,5,May,May,May 2024,30,Thursday,0
20240531,2024-05-31,2024,2,Q2,5,May,May,May 2024,31,Friday,0
20240601,2024-06-01,2024,2,Q2,6,June,Jun,Jun 2024,1,Saturday,1
20240602,2024-06-02,2024,2,Q2,6,June,Jun,Jun 2024,2,Sunday,1
20240603,2024-06-03,2024,2,Q2,6,June,Jun,Jun 2024,3,Monday,0
20240604,2024-06-04,2024,2,Q2,6,June,Jun,Jun 2024,4,Tuesday,0
20240605,2024-06-05,2024,2,Q2,6,June,Jun,Jun 2024,5,Wednesday,0
20240606,2024-06-06,2024,2,Q2,6,June,Jun,Jun 2024,6,Thursday,0
20240607,2024-06-07,2024,2,Q2,6,June,Jun,Jun 2024,7,Friday,0
20240608,2024-06-08,2024,2,Q2,6,June,Jun,Jun 2024,8,Saturday,1
20240609,2024-06-09,2024,2,Q2,6,June,Jun,Jun 2024,9,Sunday,1
20240610,2024-06-10,2024,2,Q2,6,June,Jun,Jun 2024,10,Monday,0
20240611,2024-06-11,2024,2,Q2,6,June,Jun,Jun 2024,11,Tuesday,0
20240612,2024-06-12,2024,2,Q2,6,June,Jun,Jun 2024,12,Wednesday,0
20240613,2024-06-13,2024,2,Q2,6,June,Jun,Jun 2024,13,Thursday,0
20240614,2024-06-14,2024,2,Q2,6,June,Jun,Jun 2024,14,Friday,0
20240615,2024-06-15,2024,2,Q2,6,June,Jun,Jun 2024,15,Saturday,1
20240616,2024-06-16,2024,2,Q2,6,June,Jun,Jun 2024,16,Sunday,1
20240617,2024-06-17,2024,2,Q2,6,June,Jun,Jun 2024,17,Monday,0
20240618,2024-06-18,2024,2,Q2,6,June,Jun,Jun 2024,18,Tuesday,0
20240619,2024-06-19,2024,2,Q2,6,June,Jun,Jun 2024,19,Wednesday,0
20240620,2024-06-20,2024,2,Q2,6,June,Jun,Jun 2024,20,Thursday,0
20240621,2024-06-21,2024,2,Q2,6,June,Jun,Jun 2024,21,Friday,0
20240622,2024-06-22,2024,2,Q2,6,June,Jun,Jun 2024,22,Saturday,1
20240623,2024-06-23,2024,2,Q2,6,June,Jun,Jun 2024,23,Sunday,1
20240624,2024-06-24,2024,2,Q2,6,June,Jun,Jun 2024,24,Monday,0
20240625,2024-06-25,2024,2,Q2,6,June,Jun,Jun 2024,25,Tuesday,0
20240626,2024-06-26,2024,2,Q2,6,June,Jun,Jun 2024,26,Wednesday,0
20240627,2024-06-27,2024,2,Q2,6,June,Jun,Jun 2024,27,Thursday,0
20240628,2024-06-28,2024,2,Q2,6,June,Jun,Jun 2024,28,Friday,0
20240629,2024-06-29,2024,2,Q2,6,June,Jun,Jun 2024,29,Saturday,1
20240630,2024-06-30,2024,2,Q2,6,June,Jun,Jun 2024,30,Sunday,1
20240701,2024-07-01,2024,3,Q3,7,July,Jul,Jul 2024,1,Monday,0
20240702,2024-07-02,2024,3,Q3,7,July,Jul,Jul 2024,2,Tuesday,0
20240703,2024-07-03,2024,3,Q3,7,July,Jul,Jul 2024,3,Wednesday,0
20240704,2024-07-04,2024,3,Q3,7,July,Jul,Jul 2024,4,Thursday,0
20240705,2024-07-05,2024,3,Q3,7,July,Jul,Jul 2024,5,Friday,0
20240706,2024-07-06,2024,3,Q3,7,July,Jul,Jul 2024,6,Saturday,1
20240707,2024-07-07,2024,3,Q3,7,July,Jul,Jul 2024,7,Sunday,1
20240708,2024-07-08,2024,3,Q3,7,July,Jul,Jul 2024,8,Monday,0
20240709,2024-07-09,2024,3,Q3,7,July,Jul,Jul 2024,9,Tuesday,0
20240710,2024-07-10,2024,3,Q3,7,July,Jul,Jul 2024,10,Wednesday,0
20240711,2024-07-11,2024,3,Q3,7,July,Jul,Jul 2024,11,Thursday,0
20240712,2024-07-12,2024,3,Q3,7,July,Jul,Jul 2024,12,Friday,0
20240713,2024-07-13,2024,3,Q3,7,July,Jul,Jul 2024,13,Saturday,1
20240714,2024-07-14,2024,3,Q3,7,July,Jul,Jul 2024,14,Sunday,1
20240715,2024-07-15,2024,3,Q3,7,July,Jul,Jul 2024,15,Monday,0
20240716,2024-07-16,2024,3,Q3,7,July,Jul,Jul 2024,16,Tuesday,0
20240717,2024-07-17,2024,3,Q3,7,July,Jul,Jul 2024,17,Wednesday,0
20240718,2024-07-18,2024,3,Q3,7,July,Jul,Jul 2024,18,Thursday,0
20240719,2024-07-19,2024,3,Q3,7,July,Jul,Jul 2024,19,Friday,0
20240720,2024-07-20,2024,3,Q3,7,July,Jul,Jul 2024,20,Saturday,1
20240721,2024-07-21,2024,3,Q3,7,July,Jul,Jul 2024,21,Sunday,1
20240722,2024-07-22,2024,3,Q3,7,July,Jul,Jul 2024,22,Monday,0
20240723,2024-07-23,2024,3,Q3,7,July,Jul,Jul 2024,23,Tuesday,0
20240724,2024-07-24,2024,3,Q3,7,July,Jul,Jul 2024,24,Wednesday,0
20240725,2024-07-25,2024,3,Q3,7,July,Jul,Jul 2024,25,Thursday,0
20240726,2024-07-26,2024,3,Q3,7,July,Jul,Jul 2024,26,Friday,0
20240727,2024-07-27,2024,3,Q3,7,July,Jul,Jul 2024,27,Saturday,1
20240728,2024-07-28,2024,3,Q3,7,July,Jul,Jul 2024,28,Sunday,1
20240729,2024-07-29,2024,3,Q3,7,July,Jul,Jul 2024,29,Monday,0
20240730,2024-07-30,2024,3,Q3,7,July,Jul,Jul 2024,30,Tuesday,0
20240731,2024-07-31,2024,3,Q3,7,July,Jul,Jul 2024,31,Wednesday,0
20240801,2024-08-01,2024,3,Q3,8,August,Aug,Aug 2024,1,Thursday,0
20240802,2024-08-02,2024,3,Q3,8,August,Aug,Aug 2024,2,Friday,0
20240803,2024-08-03,2024,3,Q3,8,August,Aug,Aug 2024,3,Saturday,1
20240804,2024-08-04,2024,3,Q3,8,August,Aug,Aug 2024,4,Sunday,1
20240805,2024-08-05,2024,3,Q3,8,August,Aug,Aug 2024,5,Monday,0
20240806,2024-08-06,2024,3,Q3,8,August,Aug,Aug 2024,6,Tuesday,0
20240807,2024-08-07,2024,3,Q3,8,August,Aug,Aug 2024,7,Wednesday,0
20240808,2024-08-08,2024,3,Q3,8,August,Aug,Aug 2024,8,Thursday,0
20240809,2024-08-09,2024,3,Q3,8,August,Aug,Aug 2024,9,Friday,0
20240810,2024-08-10,2024,3,Q3,8,August,Aug,Aug 2024,10,Saturday,1
20240811,2024-08-11,2024,3,Q3,8,August,Aug,Aug 2024,11,Sunday,1
20240812,2024-08-12,2024,3,Q3,8,August,Aug,Aug 2024,12,Monday,0
20240813,2024-08-13,2024,3,Q3,8,August,Aug,Aug 2024,13,Tuesday,0
